trade_date,open,high,low,close,vol,amount,adj_factor
20241015,74.99,81.53,73.48,74.18,1404021.42,10800700.115,1.0
20241016,71.14,76.76,70.88,74.09,854293.52,6339481.074,1.0
20241017,77.0,77.64,74.02,75.12,882098.78,6646213.968,1.0
20241018,75.8,90.14,74.44,90.14,2093875.53,17572905.892,1.0
20241021,94.0,107.76,91.9,97.48,2794293.14,27425436.558,1.0
20241022,94.99,99.04,92.89,96.04,1859134.85,17850570.801,1.0
20241023,93.04,95.5,91.54,92.31,1383956.27,12913292.178,1.0
20241024,91.45,96.47,91.17,94.56,1125060.4,10553036.503,1.0
20241025,94.56,98.66,92.52,93.7,1106463.84,10481219.254,1.0
20241028,93.0,93.98,92.0,93.1,725667.97,6738404.403,1.0
20241029,92.78,96.55,92.29,92.3,1132670.83,10670224.998,1.0
20241030,91.79,92.78,84.85,85.82,1608709.49,14096960.438,1.0
20241031,85.48,88.94,83.7,86.93,1166113.36,10121960.492,1.0
20241101,85.19,88.25,84.81,84.81,883510.26,7623522.111,1.0
20241104,84.63,87.19,84.18,86.81,576582.72,4954515.253,1.0
20241105,87.48,96.0,87.01,95.8,1453833.44,13510951.854,1.0
20241106,97.0,99.97,93.33,96.04,1417985.77,13644672.955,1.0
20241107,94.2,105.0,94.01,101.89,1262530.3,12339467.581,1.0
20241108,107.3,109.5,100.0,100.3,1609571.44,16884507.677,1.0
20241111,104.6,108.3,100.62,104.98,1380690.18,14543774.859,1.0
20241112,102.6,104.87,100.0,101.11,1088667.59,11121892.127,1.0
20241113,99.9,100.9,97.88,99.14,807594.77,7999842.265,1.0
20241114,99.13,102.0,96.61,96.87,761941.02,7549646.077,1.0
20241115,96.87,98.7,94.9,94.91,710667.43,6874215.101,1.0
20241118,95.7,97.5,91.37,92.3,828974.03,7818657.52,1.0
20241119,92.1,95.39,90.22,94.9,831596.84,7685226.379,1.0
20241120,94.0,94.57,92.6,93.28,585074.95,5461026.114,1.0
20241121,93.0,94.9,92.5,93.5,561971.06,5261662.792,1.0
20241122,94.7,95.5,88.55,88.77,792401.08,7262624.326,1.0
20241125,88.76,88.77,84.52,86.16,769059.09,6619040.919,1.0
20241126,85.97,86.66,85.03,85.1,353635.42,3031752.239,1.0
20241127,84.65,89.04,83.13,88.0,774305.32,6702107.164,1.0
20241128,88.2,90.3,86.83,87.08,611101.37,5379089.959,1.0
20241129,86.83,93.45,85.64,90.1,879403.58,7877287.511,1.0
20241202,89.9,90.69,88.01,89.49,640107.84,5727497.11,1.0
20241203,89.67,90.35,86.03,87.23,586760.09,5144153.239,1.0
20241204,90.53,91.0,87.25,87.67,681067.13,6069393.147,1.0
20241205,86.2,88.26,86.14,87.0,395957.41,3445580.322,1.0
20241206,86.5,89.69,86.3,88.93,540441.17,4776133.052,1.0
20241209,88.06,88.75,85.99,86.78,424112.57,3699239.863,1.0
20241210,91.49,91.99,87.79,88.0,696681.21,6260001.391,1.0
20241211,87.11,88.33,86.5,86.82,400653.77,3497866.787,1.0
20241212,87.16,88.2,85.69,87.17,444897.57,3859300.466,1.0
20241213,86.81,86.81,82.85,82.99,820032.31,6922583.408,1.0
20241216,82.3,83.2,81.21,81.5,476295.7,3899339.618,1.0
20241217,81.35,83.1,81.31,82.19,406621.92,3337273.305,1.0
20241218,82.82,83.95,82.09,83.4,484000.22,4019779.411,1.0
20241219,82.3,86.53,81.88,85.44,673992.07,5699200.996,1.0
20241220,85.07,98.8,85.07,94.28,1767702.71,16308583.666,1.0
20241223,93.69,99.2,93.6,95.18,1456755.67,14051252.987,1.0
20241224,95.99,97.34,92.99,96.86,912045.08,8713502.072,1.0
20241225,96.48,99.8,96.38,97.99,985329.07,9679610.219,1.0
20241226,98.0,98.88,96.15,96.73,711045.86,6914605.464,1.0
20241227,96.78,102.37,96.49,97.51,1144716.3,11378943.925,1.0
