trade_date,open,high,low,close,vol,amount,adj_factor
20241127,279.28,281.0,277.0,281.0,110002.81,3068303.752,1.0
20241128,281.2,281.56,273.0,274.58,158589.22,4365779.157,1.0
20241129,273.0,277.88,272.05,274.83,128004.6,3516186.179,1.0
20241202,276.61,284.0,274.08,282.4,151357.21,4255616.768,1.0
20241203,284.8,285.88,280.58,282.65,91449.71,2585320.048,1.0
20241204,281.34,283.33,278.8,279.98,85012.86,2389151.937,1.0
20241205,277.19,278.48,274.31,275.26,90267.71,2486214.937,1.0
20241206,275.67,281.98,274.01,280.28,124698.4,3469413.045,1.0
20241209,279.23,283.99,277.68,280.49,92152.68,2590143.544,1.0
20241210,293.0,294.0,282.0,282.55,175929.15,5057037.511,1.0
20241211,282.03,283.87,279.4,280.77,93359.88,2623997.226,1.0
20241212,280.1,283.68,278.4,283.68,100133.95,2816818.035,1.0
20241213,281.33,281.62,276.42,276.51,112358.63,3130392.699,1.0
20241216,276.52,278.18,273.58,274.95,71490.26,1967314.539,1.0
20241217,274.92,285.66,273.98,282.8,175682.07,4960329.886,1.0
20241218,283.25,286.88,282.63,284.65,84106.38,2397657.885,1.0
20241219,281.81,286.94,280.0,285.4,86728.52,2465377.214,1.0
20241220,285.01,286.75,280.2,280.2,96707.11,2730666.917,1.0
20241223,280.5,283.29,278.88,280.7,81515.96,2291275.853,1.0
20241224,279.89,288.51,279.13,288.42,142287.38,4072070.488,1.0
20241225,288.73,291.36,285.7,285.92,83391.03,2405517.152,1.0
20241226,285.92,286.8,284.0,284.86,67604.55,1928774.414,1.0
20241227,286.8,287.55,283.0,286.28,78683.19,2249658.028,1.0
20241230,287.2,289.5,283.33,284.99,82946.81,2371257.354,1.0
20241231,285.0,286.5,282.0,282.66,77619.76,2201903.44,1.0
20250102,283.0,283.08,269.42,271.1,168784.04,4624073.918,1.0
20250103,271.5,274.59,268.24,270.73,99364.76,2693072.23,1.0
20250106,271.94,273.89,269.03,271.28,82446.83,2236590.144,1.0
20250107,271.28,277.73,267.5,274.03,95722.18,2627167.273,1.0
20250108,272.99,273.99,265.81,269.18,109082.47,2933447.142,1.0
20250109,269.0,271.7,266.66,269.39,65612.88,1766873.664,1.0
20250110,269.0,270.39,264.78,266.02,80548.21,2147363.1,1.0
20250113,263.0,268.47,262.21,266.0,67213.75,1787448.697,1.0
20250114,266.34,277.15,266.01,276.3,125789.73,3438827.617,1.0
20250115,276.2,277.31,274.5,274.69,62335.83,1718769.123,1.0
20250116,274.7,277.33,270.53,272.76,72571.75,1984685.718,1.0
20250117,273.52,279.2,272.48,276.6,86141.53,2376770.8,1.0
20250120,279.0,286.43,278.92,284.43,135797.09,3863727.458,1.0
20250121,285.0,287.43,283.0,286.05,76441.44,2184132.797,1.0
20250122,285.0,286.3,279.8,282.5,81056.89,2287303.62,1.0
20250123,284.98,285.0,277.0,277.11,96173.92,2690601.164,1.0
20250124,276.51,280.5,276.0,279.08,68143.67,1898979.251,1.0
20250127,279.09,280.12,274.5,274.5,63407.68,1755529.34,1.0
20250205,282.73,286.75,281.6,282.8,145350.9,4128876.836,1.0
20250206,282.81,311.08,282.45,311.08,381458.68,11416508.784,1.0
20250207,320.0,330.0,314.0,326.9,487075.26,15691989.048,1.0
20250210,326.91,332.0,321.58,330.13,272711.4,8908518.537,1.0
20250211,339.3,340.3,326.01,329.9,280363.56,9315885.53,1.0
20250212,327.5,346.94,322.65,345.05,279357.22,9451048.634,1.0
20250213,341.2,346.35,339.5,341.3,199839.85,6859997.621,1.0
20250214,341.52,359.6,341.52,356.05,243644.61,8574633.633,1.0
20250217,356.05,358.8,344.5,348.5,232015.09,8111345.839,1.0
20250218,351.4,363.48,348.84,356.22,251797.38,8977762.526,1.0
20250219,353.52,360.0,353.0,358.5,161917.82,5784129.67,1.0
20250220,363.48,367.66,358.2,362.78,156937.17,5695876.655,1.0
20250221,366.0,386.5,365.23,383.0,239292.45,9089497.618,1.0
20250224,385.0,388.66,373.48,376.28,199407.47,7586289.374,1.0
20250225,370.0,380.0,368.81,372.49,161102.52,6008878.409,1.0
20250226,372.49,375.8,365.0,372.1,138528.96,5125594.765,1.0
